jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year,ai_freq
4.0,1.0,Remote,South Africa,25.0,Developer,0,2025,3.0
4.0,0.0,Remote,United States of America,20.0,Developer,0,2025,
8.0,1.0,Hybrid,Germany,5.0,Developer,0,2025,3.0
3.0,1.0,In-person,France,3.0,Developer,0,2025,2.0
10.0,0.0,Remote,Czech Republic,14.0,Developer,0,2025,
7.0,1.0,Remote,Italy,5.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,7.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,9.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,Belgium,19.0,Developer,0,2025,
7.0,0.0,Remote,Germany,10.0,Other,1,2025,
8.0,0.0,Remote,Germany,3.0,Developer,1,2025,
6.0,1.0,Remote,Italy,2.0,Data/ML,1,2025,2.0
10.0,0.0,Hybrid,Norway,1.0,Developer,0,2025,
7.0,0.0,Hybrid,Sweden,9.0,Developer,0,2025,
9.0,1.0,Hybrid,Netherlands,25.0,Developer,0,2025,2.0
8.0,1.0,Remote,United States of America,40.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,14.0,Other,1,2025,3.0
6.0,1.0,Remote,Italy,6.0,Data/ML,0,2025,2.0
9.0,0.0,Remote,United States of America,42.0,Developer,0,2025,
10.0,1.0,Remote,Turkey,25.0,Other,0,2025,2.0
6.0,1.0,Remote,Netherlands,8.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,20.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,United States of America,6.0,Developer,0,2025,3.0
2.0,1.0,Remote,Canada,18.0,Developer,0,2025,3.0
3.0,0.0,Remote,Germany,15.0,Developer,1,2025,
3.0,1.0,Hybrid,Belgium,10.0,Developer,0,2025,3.0
5.0,1.0,Remote,Greece,20.0,Developer,1,2025,2.0
9.0,0.0,Remote,United States of America,14.0,Developer,0,2025,
9.0,1.0,Remote,Hungary,24.0,Data/ML,0,2025,3.0
9.0,1.0,Remote,Czech Republic,11.0,Developer,1,2025,3.0
7.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,15.0,Data/ML,0,2025,
6.0,1.0,Remote,United States of America,10.0,Other,1,2025,3.0
8.0,1.0,Hybrid,United States of America,8.0,Developer,0,2025,3.0
3.0,1.0,Remote,Czech Republic,10.0,Developer,1,2025,3.0
10.0,0.0,Remote,Russian Federation,35.0,Developer,0,2025,
7.0,0.0,Remote,Canada,30.0,Data/ML,1,2025,
7.0,1.0,Remote,Ireland,9.0,Developer,0,2025,3.0
8.0,1.0,Remote,Austria,3.0,DevOps/Infra,1,2025,1.0
9.0,0.0,Remote,United States of America,24.0,Developer,0,2025,
6.0,1.0,Remote,United States of America,2.0,Research,1,2025,2.0
10.0,1.0,Remote,United States of America,22.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,India,6.0,Developer,0,2025,3.0
10.0,1.0,Remote,Russian Federation,20.0,Developer,0,2025,3.0
9.0,1.0,Remote,Italy,16.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Sweden,37.0,Developer,0,2025,
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,23.0,Other,0,2025,2.0
6.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,2.0
8.0,1.0,In-person,India,13.0,Developer,0,2025,2.0
10.0,1.0,Hybrid,Bulgaria,23.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Canada,30.0,Other,0,2025,2.0
10.0,1.0,Remote,India,7.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,22.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,5.0,DevOps/Infra,0,2025,2.0
4.0,1.0,Remote,United States of America,15.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Bulgaria,17.0,Data/ML,0,2025,2.0
10.0,1.0,Remote,Colombia,17.0,Developer,0,2025,3.0
8.0,1.0,Remote,Portugal,11.0,Developer,0,2025,3.0
7.0,1.0,Remote,Spain,10.0,Developer,1,2025,3.0
5.0,1.0,Remote,Sweden,13.0,Data/ML,1,2025,1.0
4.0,1.0,Hybrid,Netherlands,5.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Netherlands,14.0,Developer,0,2025,2.0
9.0,0.0,Hybrid,France,8.0,Other,0,2025,
8.0,0.0,Remote,United States of America,27.0,Developer,1,2025,
8.0,1.0,In-person,Mexico,3.0,Developer,0,2025,3.0
5.0,1.0,Remote,India,10.0,Developer,1,2025,3.0
10.0,1.0,Remote,Canada,28.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,United States of America,13.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Canada,30.0,Data/ML,0,2025,3.0
9.0,1.0,Remote,United States of America,20.0,Developer,0,2025,3.0
9.0,1.0,Remote,Germany,10.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,45.0,Developer,1,2025,3.0
5.0,1.0,Remote,United States of America,8.0,Developer,1,2025,3.0
5.0,1.0,Hybrid,Netherlands,13.0,Developer,0,2025,2.0
7.0,1.0,In-person,Pakistan,11.0,Developer,0,2025,3.0
7.0,1.0,Remote,Czech Republic,12.0,Developer,0,2025,3.0
10.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
10.0,0.0,Remote,Canada,40.0,Developer,0,2025,
6.0,1.0,Remote,India,15.0,Developer,0,2025,1.0
9.0,1.0,Hybrid,United States of America,10.0,Other,0,2025,3.0
6.0,1.0,Hybrid,Germany,10.0,Developer,0,2025,1.0
6.0,1.0,Remote,United States of America,10.0,Developer,1,2025,2.0
4.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Switzerland,30.0,Developer,0,2025,
9.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,7.0,Developer,0,2025,
7.0,1.0,Hybrid,Germany,18.0,Research,0,2025,2.0
2.0,1.0,Hybrid,Germany,22.0,Developer,0,2025,1.0
7.0,1.0,Remote,Finland,19.0,Developer,0,2025,2.0
4.0,0.0,Remote,United States of America,19.0,Manager,0,2025,
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,3.0,Developer,0,2025,2.0
8.0,1.0,Remote,United States of America,15.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Canada,30.0,Other,0,2025,3.0
8.0,0.0,Remote,United States of America,12.0,Developer,0,2025,
8.0,1.0,Hybrid,Italy,3.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,8.0,Data/ML,0,2025,3.0
7.0,1.0,Hybrid,United States of America,23.0,Developer,0,2025,3.0
7.0,1.0,Remote,Canada,7.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,32.0,Developer,0,2025,
10.0,0.0,Remote,United States of America,7.0,Developer,0,2025,
8.0,1.0,Remote,Brazil,20.0,Developer,0,2025,3.0
10.0,1.0,Remote,Canada,30.0,Developer,0,2025,2.0
7.0,0.0,In-person,Portugal,5.0,Developer,0,2025,
8.0,1.0,In-person,Germany,30.0,Developer,0,2025,2.0
9.0,1.0,Remote,Colombia,4.0,Developer,0,2025,3.0
8.0,0.0,Remote,Ukraine,19.0,Developer,0,2025,
7.0,1.0,Hybrid,United States of America,6.0,Data/ML,0,2025,3.0
6.0,1.0,Hybrid,Poland,12.0,Developer,0,2025,1.0
10.0,0.0,Remote,United States of America,16.0,Developer,0,2025,
6.0,1.0,Remote,France,15.0,Other,0,2025,2.0
7.0,1.0,Remote,Ukraine,3.0,Developer,0,2025,3.0
5.0,1.0,Remote,Canada,11.0,Developer,1,2025,3.0
9.0,0.0,Remote,United States of America,23.0,Other,0,2025,
9.0,1.0,Remote,Switzerland,9.0,Developer,1,2025,3.0
7.0,1.0,Hybrid,Italy,7.0,Other,0,2025,2.0
10.0,1.0,In-person,Denmark,53.0,Other,0,2025,2.0
8.0,1.0,Hybrid,Spain,18.0,Developer,0,2025,3.0
10.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Hungary,6.0,Developer,0,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,2.0,Developer,0,2025,
5.0,1.0,Remote,Romania,3.0,Developer,1,2025,2.0
10.0,1.0,Remote,Canada,9.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,28.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United States of America,9.0,Other,0,2025,
9.0,1.0,Remote,Brazil,12.0,Developer,0,2025,3.0
7.0,1.0,In-person,Spain,5.0,Research,0,2025,3.0
8.0,1.0,Hybrid,United States of America,10.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,18.0,Other,0,2025,3.0
7.0,1.0,Remote,United States of America,36.0,Developer,0,2025,2.0
9.0,1.0,Remote,United States of America,33.0,Developer,0,2025,2.0
7.0,0.0,Hybrid,Netherlands,15.0,Developer,0,2025,
7.0,1.0,Remote,Australia,7.0,Developer,0,2025,2.0
8.0,1.0,In-person,Switzerland,16.0,Other,0,2025,3.0
10.0,1.0,Remote,Italy,14.0,Data/ML,0,2025,3.0
8.0,1.0,Remote,Ukraine,18.0,Developer,0,2025,1.0
5.0,1.0,Hybrid,Brazil,11.0,Developer,0,2025,3.0
5.0,0.0,Remote,Czech Republic,14.0,Developer,0,2025,
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,3.0
0.0,1.0,In-person,United States of America,3.0,Developer,0,2025,3.0
7.0,1.0,Remote,Poland,21.0,Other,1,2025,3.0
9.0,1.0,Remote,India,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,18.0,Developer,0,2025,3.0
6.0,0.0,In-person,United States of America,14.0,Developer,0,2025,
6.0,1.0,Hybrid,Italy,14.0,Developer,0,2025,3.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2025,1.0
5.0,1.0,Hybrid,Germany,10.0,Developer,0,2025,1.0
6.0,1.0,Remote,Canada,5.0,Developer,0,2025,3.0
6.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,16.0,Data/ML,0,2025,2.0
6.0,1.0,Hybrid,United States of America,24.0,Manager,0,2025,1.0
7.0,1.0,Hybrid,Netherlands,6.0,Developer,0,2025,1.0
3.0,1.0,Hybrid,United States of America,28.0,Manager,0,2025,2.0
8.0,1.0,Remote,United States of America,22.0,Developer,0,2025,3.0
9.0,1.0,Remote,Russian Federation,21.0,Developer,0,2025,3.0
5.0,1.0,Remote,France,15.0,Developer,0,2025,3.0
0.0,1.0,Hybrid,United States of America,40.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,25.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,5.0,Developer,0,2025,3.0
9.0,1.0,Remote,Canada,10.0,Developer,0,2025,3.0
9.0,0.0,Remote,United States of America,28.0,Developer,0,2025,
5.0,1.0,In-person,India,1.0,Developer,0,2025,2.0
5.0,1.0,Remote,Poland,9.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,France,15.0,Data/ML,0,2025,2.0
10.0,0.0,Hybrid,India,3.0,Other,0,2025,
8.0,0.0,Remote,Ukraine,17.0,Other,0,2025,
8.0,1.0,Remote,Poland,5.0,Developer,0,2025,2.0
8.0,1.0,Remote,Germany,5.0,Other,1,2025,2.0
7.0,0.0,Remote,France,25.0,Developer,1,2025,
7.0,1.0,Hybrid,United States of America,27.0,Developer,0,2025,2.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,1,2025,
7.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Canada,25.0,Manager,0,2025,3.0
8.0,1.0,Remote,Spain,16.0,Other,0,2025,3.0
8.0,1.0,Remote,United States of America,30.0,Developer,0,2025,1.0
8.0,1.0,In-person,United States of America,25.0,Developer,0,2025,3.0
10.0,1.0,In-person,Argentina,2.0,Developer,0,2025,1.0
8.0,0.0,Remote,United States of America,19.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,58.0,Developer,0,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Data/ML,0,2025,
7.0,1.0,Hybrid,India,3.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,Denmark,17.0,Other,0,2025,3.0
7.0,1.0,Remote,United States of America,23.0,Developer,0,2025,3.0
10.0,1.0,Remote,Germany,6.0,Developer,0,2025,3.0
6.0,1.0,Remote,Austria,3.0,Developer,1,2025,3.0
9.0,1.0,Remote,Austria,25.0,Developer,0,2025,3.0
6.0,1.0,In-person,Israel,2.0,Developer,0,2025,3.0
7.0,1.0,Remote,Poland,9.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Norway,10.0,Other,0,2025,1.0
10.0,1.0,Remote,Bangladesh,4.0,Other,0,2025,3.0
6.0,0.0,Remote,United States of America,29.0,Data/ML,0,2025,
6.0,1.0,Remote,Ireland,25.0,Manager,0,2025,2.0
8.0,1.0,Hybrid,Canada,10.0,Other,0,2025,2.0
3.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,1.0
7.0,1.0,In-person,United States of America,20.0,Manager,0,2025,2.0
7.0,1.0,Hybrid,Germany,35.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,South Africa,38.0,Other,0,2025,
9.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,30.0,Developer,0,2025,3.0
0.0,1.0,Hybrid,Austria,3.0,Developer,0,2025,3.0
3.0,1.0,Remote,Austria,20.0,Other,0,2025,3.0
10.0,1.0,In-person,China,13.0,Other,0,2025,3.0
9.0,1.0,Remote,Portugal,17.0,Developer,0,2025,1.0
10.0,1.0,Remote,United States of America,10.0,Developer,0,2025,1.0
8.0,1.0,In-person,United States of America,10.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,United States of America,32.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,1.0,Student,0,2025,
8.0,1.0,Remote,United States of America,20.0,Developer,0,2025,1.0
5.0,1.0,Remote,Argentina,5.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,United States of America,35.0,Developer,0,2025,
10.0,1.0,Remote,Canada,39.0,Other,0,2025,3.0
4.0,1.0,In-person,Russian Federation,1.0,Developer,0,2025,3.0
3.0,1.0,Remote,Ireland,10.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,France,11.0,Developer,0,2025,1.0
7.0,0.0,Hybrid,Austria,8.0,Developer,0,2025,
5.0,0.0,Remote,India,4.0,Developer,0,2025,
10.0,1.0,Hybrid,Canada,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,Poland,12.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Germany,4.0,Data/ML,0,2025,3.0
10.0,1.0,Remote,United States of America,27.0,Other,0,2025,3.0
7.0,1.0,Remote,Ukraine,15.0,Developer,0,2025,2.0
10.0,1.0,Remote,United States of America,35.0,Developer,1,2025,1.0
6.0,1.0,Remote,Germany,25.0,Data/ML,1,2025,3.0
10.0,1.0,Hybrid,United States of America,7.0,Developer,0,2025,1.0
2.0,1.0,Remote,Brazil,11.0,Developer,0,2025,3.0
8.0,1.0,Remote,Turkey,21.0,Manager,1,2025,3.0
8.0,0.0,Remote,Canada,33.0,Developer,1,2025,
5.0,1.0,Remote,Canada,16.0,Developer,0,2025,3.0
8.0,1.0,Remote,Finland,1.0,Developer,1,2025,3.0
8.0,1.0,In-person,United States of America,36.0,Developer,0,2025,3.0
2.0,1.0,Hybrid,United States of America,3.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Belgium,5.0,Developer,0,2025,3.0
6.0,1.0,In-person,Ukraine,1.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,13.0,Developer,0,2025,3.0
6.0,1.0,In-person,Germany,1.0,Developer,0,2025,2.0
10.0,1.0,Remote,Canada,9.0,Developer,0,2025,2.0
8.0,1.0,In-person,India,4.0,Developer,0,2025,3.0
2.0,1.0,Remote,Germany,9.0,Developer,0,2025,3.0
6.0,1.0,Remote,Germany,7.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,Switzerland,41.0,Developer,0,2025,
6.0,1.0,In-person,Belgium,23.0,Developer,0,2025,1.0
7.0,1.0,Remote,Russian Federation,15.0,Developer,1,2025,1.0
7.0,1.0,Remote,United States of America,31.0,Other,0,2025,3.0
7.0,1.0,Remote,Mexico,8.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Denmark,6.0,Developer,0,2025,2.0
6.0,1.0,Remote,United States of America,26.0,Manager,0,2025,1.0
6.0,1.0,In-person,Canada,15.0,Developer,0,2025,1.0
8.0,1.0,Remote,United States of America,15.0,Developer,0,2025,1.0
7.0,1.0,In-person,China,10.0,Developer,0,2025,3.0
8.0,1.0,Remote,Spain,29.0,Other,0,2025,3.0
6.0,1.0,Hybrid,Poland,15.0,Developer,0,2025,2.0
8.0,1.0,Remote,United States of America,9.0,Other,0,2025,3.0
9.0,1.0,Remote,United States of America,33.0,Developer,0,2025,3.0
10.0,1.0,Remote,Germany,3.0,Developer,1,2025,3.0
3.0,1.0,Remote,United States of America,26.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,15.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United States of America,15.0,Developer,0,2025,
6.0,1.0,In-person,United States of America,6.0,Data/ML,0,2025,2.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,11.0,Developer,0,2025,3.0
4.0,0.0,Remote,United States of America,9.0,Developer,0,2025,
10.0,1.0,Hybrid,United States of America,24.0,Developer,0,2025,1.0
10.0,1.0,Hybrid,United States of America,4.0,Developer,0,2025,3.0
7.0,0.0,Remote,Canada,31.0,Developer,1,2025,
7.0,1.0,Remote,United States of America,30.0,Manager,0,2025,2.0
9.0,1.0,Hybrid,France,10.0,Developer,0,2025,3.0
4.0,0.0,Hybrid,France,3.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,15.0,Manager,0,2025,2.0
7.0,1.0,In-person,Brazil,6.0,Developer,0,2025,2.0
3.0,1.0,Hybrid,Germany,13.0,Developer,0,2025,3.0
9.0,1.0,Remote,Ukraine,16.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Czech Republic,13.0,Developer,0,2025,2.0
10.0,1.0,Remote,Italy,25.0,Other,0,2025,3.0
8.0,1.0,Hybrid,India,5.0,Developer,0,2025,3.0
8.0,1.0,Remote,France,7.0,Developer,1,2025,3.0
7.0,0.0,In-person,United States of America,2.0,Developer,0,2025,
4.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,18.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,Netherlands,9.0,Developer,0,2025,2.0
8.0,1.0,Remote,United States of America,13.0,Developer,0,2025,1.0
7.0,1.0,Remote,United States of America,18.0,Other,0,2025,2.0
9.0,0.0,In-person,Canada,35.0,Developer,0,2025,
10.0,1.0,Hybrid,United States of America,7.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,United States of America,12.0,Developer,0,2025,1.0
10.0,1.0,Remote,United States of America,11.0,Other,0,2025,3.0
8.0,1.0,Remote,United States of America,15.0,Manager,0,2025,3.0
8.0,1.0,Hybrid,United States of America,3.0,Developer,0,2025,2.0
7.0,1.0,Remote,Switzerland,14.0,Developer,1,2025,3.0
8.0,1.0,Remote,Spain,12.0,Developer,0,2025,1.0
9.0,0.0,In-person,United States of America,16.0,Developer,0,2025,
7.0,1.0,Remote,Romania,17.0,Developer,0,2025,2.0
0.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,39.0,Developer,1,2025,
7.0,1.0,Remote,Brazil,30.0,Data/ML,0,2025,2.0
3.0,1.0,Remote,Italy,8.0,Developer,0,2025,1.0
8.0,1.0,Remote,Sweden,27.0,Developer,1,2025,2.0
9.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
2.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,25.0,Developer,0,2025,
9.0,1.0,Remote,United States of America,16.0,Developer,1,2025,1.0
7.0,0.0,Hybrid,United States of America,4.0,Other,0,2025,
8.0,1.0,Remote,United States of America,25.0,Other,0,2025,3.0
9.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,5.0,Manager,0,2025,3.0
3.0,1.0,Remote,United States of America,41.0,Developer,0,2025,3.0
8.0,1.0,Remote,Turkey,13.0,Developer,0,2025,3.0
7.0,1.0,Remote,Canada,16.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Sweden,6.0,Developer,0,2025,3.0
3.0,1.0,Remote,United States of America,17.0,Developer,0,2025,1.0
10.0,1.0,Hybrid,United States of America,5.0,Developer,0,2025,2.0
7.0,1.0,Remote,United States of America,9.0,Developer,0,2025,3.0
3.0,1.0,Remote,Spain,15.0,Developer,0,2025,2.0
3.0,1.0,Remote,United States of America,6.0,Developer,0,2025,3.0
9.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,1,2025,3.0
8.0,0.0,In-person,United States of America,15.0,DevOps/Infra,0,2025,
8.0,0.0,Remote,United States of America,18.0,Developer,1,2025,
7.0,1.0,Hybrid,Sweden,13.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,Poland,4.0,Developer,0,2025,3.0
9.0,0.0,In-person,United States of America,2.0,Data/ML,0,2025,
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,27.0,DevOps/Infra,0,2025,3.0
2.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,0,2025,
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,
0.0,1.0,In-person,United States of America,8.0,Developer,0,2025,1.0
8.0,1.0,Remote,Italy,16.0,Developer,0,2025,3.0
7.0,1.0,Remote,Hungary,16.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Brazil,9.0,Developer,0,2025,3.0
7.0,0.0,Remote,Turkey,13.0,Other,0,2025,
4.0,1.0,Remote,Norway,4.0,Developer,0,2025,3.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,32.0,Developer,1,2025,3.0
6.0,1.0,Hybrid,Poland,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,11.0,Developer,0,2025,3.0
6.0,1.0,In-person,South Africa,12.0,Developer,0,2025,1.0
9.0,1.0,Hybrid,France,26.0,Developer,0,2025,1.0
8.0,1.0,In-person,United States of America,15.0,Manager,0,2025,2.0
9.0,1.0,Remote,United States of America,6.0,Developer,1,2025,2.0
8.0,1.0,Remote,Argentina,5.0,Developer,0,2025,2.0
7.0,1.0,Remote,Ukraine,4.0,Developer,0,2025,1.0
7.0,1.0,Remote,United States of America,7.0,DevOps/Infra,0,2025,3.0
5.0,1.0,Remote,United States of America,9.0,Developer,0,2025,2.0
8.0,1.0,Remote,Brazil,20.0,Developer,0,2025,2.0
7.0,1.0,Remote,United States of America,19.0,Developer,0,2025,2.0
8.0,0.0,Hybrid,Brazil,7.0,Other,0,2025,
7.0,1.0,Remote,Turkey,15.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,35.0,Developer,0,2025,3.0
6.0,0.0,Remote,Germany,7.0,Developer,1,2025,
9.0,1.0,Hybrid,United States of America,26.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,21.0,DevOps/Infra,0,2025,3.0
7.0,1.0,Remote,Brazil,22.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,28.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Poland,3.0,Data/ML,0,2025,3.0
8.0,1.0,Remote,Canada,14.0,Developer,1,2025,3.0
9.0,1.0,Remote,United States of America,26.0,Data/ML,0,2025,3.0
5.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,16.0,Developer,0,2025,
6.0,1.0,Hybrid,United States of America,20.0,Developer,0,2025,2.0
9.0,1.0,Remote,India,6.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Poland,5.0,Developer,0,2025,3.0
8.0,1.0,Remote,Germany,7.0,Developer,1,2025,3.0
6.0,1.0,Remote,Portugal,15.0,Manager,0,2025,3.0
8.0,0.0,Remote,Brazil,25.0,Developer,0,2025,
6.0,1.0,Remote,United States of America,20.0,Developer,0,2025,2.0
5.0,1.0,Hybrid,Canada,26.0,Developer,0,2025,2.0
8.0,1.0,Remote,India,4.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,United States of America,7.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,23.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,12.0,Manager,1,2025,2.0
6.0,1.0,Remote,Germany,23.0,Developer,1,2025,3.0
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,
7.0,1.0,Hybrid,France,9.0,Data/ML,0,2025,3.0
8.0,1.0,Hybrid,Italy,10.0,Manager,0,2025,3.0
8.0,1.0,Remote,United States of America,29.0,Developer,0,2025,3.0
8.0,0.0,Remote,United States of America,45.0,Developer,0,2025,
8.0,1.0,Remote,Bangladesh,4.0,Developer,0,2025,1.0
10.0,1.0,Remote,India,8.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Switzerland,14.0,Developer,0,2025,
9.0,1.0,Remote,United States of America,45.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,30.0,Developer,0,2025,3.0
8.0,0.0,Remote,Canada,15.0,Other,0,2025,
8.0,1.0,Hybrid,Israel,14.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Italy,3.0,Data/ML,0,2025,3.0
9.0,1.0,Hybrid,Germany,30.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Spain,8.0,Other,0,2025,3.0
7.0,1.0,Remote,Ukraine,5.0,Developer,1,2025,2.0
7.0,1.0,Remote,United States of America,5.0,Other,1,2025,2.0
6.0,1.0,Remote,United States of America,37.0,Developer,0,2025,3.0
5.0,1.0,Remote,United States of America,9.0,Developer,0,2025,3.0
